Date,Return_1M,Strategy_Return,Market_Cumulative,Strategy_Cumulative
2024-09-26,0.028314477588175537,-0.0005310802030433821,0.028314477588175537,-0.0005310802030433821
2024-09-27,0.035933638686311685,-0.0006227537921850686,0.06424811627448722,-0.0011538339952284508
2024-09-30,0.03378820131353197,-0.0005915706662121992,0.09803631758801919,-0.00174540466144065
2024-10-01,0.019832938972928815,-0.00041021284245407245,0.117869256560948,-0.0021556175038947223
2024-10-02,0.03469057797541222,-0.0006958245022020607,0.15255983453636024,-0.002851442006096783
2024-10-03,0.03201671780874753,-0.002225099441613842,0.18457655234510778,-0.005076541447710625
2024-10-04,0.04647439877885955,-0.0025435696462633222,0.23105095112396734,-0.007620111093973947
2024-10-07,0.05116823463595936,-0.0025339376280157444,0.2822191857599267,-0.010154048721989693
2024-10-08,0.043491308373757,-0.0017048250657781348,0.3257104941336837,-0.011858873787767827
2024-10-09,0.050267845681449166,-0.0020594894604008844,0.37597833981513284,-0.01391836324816871
2024-10-10,0.04305707138221883,-0.002495683322857313,0.41903541119735166,-0.016414046571026023
2024-10-11,0.047092935458357604,-0.0027906749622330397,0.46612834665570924,-0.019204721533259063
2024-10-14,0.0436906096657154,-0.0017758596687153685,0.5098189563214246,-0.020980581201974432
2024-10-15,0.03203686774214305,-0.0009513044375376881,0.5418558240635677,-0.02193188563951212
2024-10-16,0.036404971916501855,-0.0009340535190677906,0.5782607959800695,-0.022865939158579908
2024-10-17,0.03630692298576182,-0.000870047782439771,0.6145677189658313,-0.02373598694101968
2024-10-18,0.027765553533077362,-0.0013327038376951164,0.6423332724989087,-0.025068690778714795
2024-10-21,0.02254881544890616,-0.0014088061451851875,0.6648820879478149,-0.026477496923899984
2024-10-22,0.013161053200597779,-0.0015004402274257814,0.6780431411484127,-0.027977937151325766
2024-10-23,0.008004243123531214,-0.001262851716786301,0.6860473842719439,-0.029240788868112065
2024-10-24,0.014721339166879321,-0.001311079271512284,0.7007687234388232,-0.03055186813962435
2024-10-25,0.002046695571452801,-0.0015225865319218356,0.702815419010276,-0.03207445467154618
2024-10-28,0.0035224180216254534,-0.0024621990333396604,0.7063378370319014,-0.034536653704885845
2024-10-29,-0.0006100755416449506,-0.0037077295908789507,0.7057277614902565,-0.038244383295764794
2024-10-30,0.0037869855724014714,-0.0037903418862625026,0.7095147470626579,-0.0420347251820273
2024-10-31,-0.006752208062633911,-0.006338204917120713,0.7027625390000241,-0.04837293009914801
2024-11-01,-0.0017838369266839535,-0.006988316112179468,0.7009787020733401,-0.05536124621132748
2024-11-04,-0.007992871930817649,-0.006869616849741891,0.6929858301425225,-0.06223086306106937
2024-11-05,0.013008251573677677,-0.004259601842485936,0.7059940817162002,-0.0664904649035553
2024-11-06,0.03398578675711408,-0.004552213275225416,0.7399798684733142,-0.07104267817878071
2024-11-07,0.028955607749776915,-0.004333987984116498,0.7689354762230911,-0.0753766661628972
2024-11-08,0.03936104818551981,-0.002893157061313607,0.8082965244086109,-0.0782698232242108
2024-11-11,0.03540126889111839,-0.0019407036943625622,0.8436977932997293,-0.08021052691857336
2024-11-12,0.021468420716122878,-0.003549099033411389,0.8651662140158521,-0.08375962595198475
2024-11-13,0.02542350548204831,-0.002885760779587097,0.8905897194979004,-0.08664538673157184
2024-11-14,0.011338260444906148,-0.0021293056423903217,0.9019279799428066,-0.08877469237396216
2024-11-15,0.0059787541540022825,-0.0022435110176741895,0.9079067340968089,-0.09101820339163634
2024-11-18,0.0078063439384712064,-0.0016858319946415439,0.9157130780352801,-0.09270403538627789
2024-11-19,0.014028626956939877,-0.0011362695697776316,0.92974170499222,-0.09384030495605553
2024-11-20,0.021633113559905937,-0.000555856859382012,0.9513748185521259,-0.09439616181543754
2024-11-21,0.038131651696931224,-0.00039680854025493694,0.9895064702490571,-0.09479297035569248
2024-11-22,0.04613077278318418,-0.0003876301117461562,1.0356372430322414,-0.09518060046743863
2024-11-25,0.06004012212399274,-0.00028984315249565176,1.0956773651562342,-0.09547044361993429
2024-11-26,0.054029022441183544,-0.00033830540592014836,1.1497063875974176,-0.09580874902585443
2024-11-27,0.05623007438335076,-0.0005513844248322004,1.2059364619807684,-0.09636013345068663
2024-11-29,0.05995310770361836,-0.000591865247422045,1.2658895696843868,-0.09695199869810867
2024-12-02,0.06988800961697136,-0.00023656605202436587,1.3357775793013582,-0.09718856475013303
2024-12-03,0.0659729149234447,-0.00038212685554451104,1.401750494224803,-0.09757069160567754
2024-12-04,0.06499931811748194,-0.0003633047416141126,1.4667498123422849,-0.09793399634729165
2024-12-05,0.04619585127361917,3.593095359005542e-05,1.512945663615904,-0.09789806539370159
2024-12-06,0.02257116902782705,-6.994951873353414e-06,1.535516832643731,-0.09790506034557495
2024-12-09,0.013755862625985243,-0.0003325707887039374,1.5492726952697162,-0.09823763113427889
2024-12-10,0.0009803697898296139,-0.0008455189106867838,1.5502530650595459,-0.09908315004496566
2024-12-11,-0.0037530462013790366,-0.0015206514123003768,1.5465000188581668,-0.10060380145726604
2024-12-12,-0.00021473638786826874,-0.0038926739734994843,1.5462852824702986,-0.10449647543076553
2024-12-13,-0.003967851766114481,-0.006139568928617121,1.542317430704184,-0.11063604435938265
2024-12-16,0.00036085317773807134,-0.005898415808034713,1.5426782838819222,-0.11653446016741736
2024-12-17,0.0011336420174133442,-0.00979466481132506,1.5438119258993355,-0.12632912497874244
2024-12-18,-0.034145627070824386,-0.018584778673448783,1.509666298828511,-0.14491390365219123
2024-12-19,-0.03669799235813939,-0.018067975944846427,1.4729683064703716,-0.16298187959703767
2024-12-20,-0.026677681504961248,-0.012037264729848332,1.4462906249654104,-0.175019144326886
2024-12-23,-0.03731593304955951,-0.014460450794307373,1.4089746919158508,-0.1894795951211934
2024-12-24,-0.03720373203140211,-0.0111068540051246,1.3717709598844487,-0.20058644912631798
2024-12-26,-0.04524097546101475,-0.011944755976128702,1.326529984423434,-0.2125312051024467
2024-12-27,-0.051883102914229914,-0.014841243784764693,1.274646881509204,-0.2273724488872114
2024-12-30,-0.06048028818961594,-0.012897488685579767,1.214166593319588,-0.24026993757279116
2024-12-31,-0.062317198492406065,-0.012520059407674018,1.151849394827182,-0.25278999698046517
2025-01-02,-0.06258272458153187,-0.013633734087855308,1.0892666702456502,-0.26642373106832046
2025-01-03,-0.05004123470052065,-0.007847045701868845,1.0392254355451296,-0.2742707767701893
2025-01-06,-0.050360509746935476,-0.008182193022979038,0.9888649257981941,-0.2824529697931683
2025-01-07,-0.04951106439683116,-0.009908599531909881,0.9393538614013629,-0.2923615693250782
2025-01-08,-0.04745917599288942,-0.005855037006872033,0.8918946854084735,-0.2982166063319502
2025-01-10,-0.05795515364237956,-0.0015965504025143868,0.8339395317660939,-0.29981315673446457
2025-01-13,-0.04394581112110439,-0.0016324747202081285,0.7899937206449895,-0.3014456314546727
2025-01-14,-0.03750771368177942,-0.0033213404755802413,0.7524860069632101,-0.30476697193025293
2025-01-15,-0.024259470796768375,-0.0007646529780472124,0.7282265361664417,-0.30553162490830016
2025-01-16,-0.01281506465802762,-0.0025248806562147325,0.7154114715084141,-0.3080565055645149
2025-01-17,-0.004203182143023069,-0.001842613632305878,0.711208289365391,-0.3098991191968208
2025-01-21,0.015222878478487198,-0.0005392902917989432,0.7264311678438783,-0.3104384094886197
2025-01-22,0.04267483867276164,-0.00035570493817504355,0.76910600651664,-0.3107941144267948
2025-01-23,0.051909969595504736,-0.0002092156785259586,0.8210159761121447,-0.3110033301053207
